STANFORDRATE,BERKELEYRATE,STANFORDRATECOMP,BERKELEYRATECOMP,NTRIALS,NSUCCESSES,SAMPLESIZE,THRESHOLD,BERNOULLISOLNA,BERNOULLISOLNB,BERNOULLISOLNCPROBBOTHBERKWORK,BERNOULLISOLNCPROBBOTHWORK,BERNOULLISOLNCWITHOUT,BERNOULLISOLNCWITH,NORMALMEAN,NORMALVAR,NORMALSTD,THRESHOLDCC,NORMALZ,BERNOULLISOLND,FISHRATE,FISHSCALE,FISHOFFSET,FISHEQUIV,FISHNUM,FISHPROD,FISHUSERSPROB,FISHDATAPROB,VISITORSA,VISITORSOFFSET,DPROB,DZEROLAMBA,DONELAMBA,DZEROLAMBB,DONELAMBB,VISITORSTOTAL,DZEROLAMBSUM,DONELAMBSUM,PROBDZERO,PROBSUMTOT,FLIPONE,FLIPTWO,FLIPTHREE,FLOPRATE,FLOPBOUND,FLOPBOUNDMINUSONE,SMALLEST,SECONDSMALLEST,PROBSMALLEST,PROBSECONDSMALLEST,FLOPSCALAR,EFLIP,EFLOP
75,82,25,18,18,8,380,280,0.2432,0.0018568,0.6724,0.65246,0.70142199,0.70142569,285,71.25,8.44,280.5,0.5331,0.703,11,6,-1,12,72,66,0.036,0.1094,9,-1,0.6,7,8,5,6,14,12,14,0.3527,0.0998,5,14,65,12,15,14,1,10,0.772,0.076,1,54.9024,25.8048
75,83,25,17,13,8,380,280,0.2515,0.077431083,0.6889,0.665856,0.70417642,0.70418013,285,71.25,8.44,280.5,0.5331,0.703,11,6,0,11,66,66,0.049,0.1194,9,-1,0.6,7,9,5,7,15,12,16,0.3391,0.0885,5,14,70,11,14,13,3,10,0.7813,0.0729,3,58.457,27.914
75,84,25,16,13,9,380,280,0.2599,0.14518328,0.7056,0.679388,0.70688094,0.70688466,285,71.25,8.44,280.5,0.5331,0.703,11,6,1,10,60,66,0.0388,0.1194,9,-1,0.6,7,10,5,8,16,12,18,0.3508,0.0748,5,14,75,12,13,12,2,10,0.576,0.1413,2,82.6021,71.2043
75,85,25,15,12,5,380,280,0.2684,0.004779696,0.7225,0.693056,0.7095369,0.70954062,285,71.25,8.44,280.5,0.5331,0.703,11,10,-1,12,120,110,0.0234,0.1094,9,-1,0.7,5,8,3,6,12,8,14,0.1113,0.0833,5,14,80,11,15,14,1,10,0.854,0.0487,1,58.4595,17.9191
75,86,25,14,12,8,380,280,0.2769,0.129051805,0.7396,0.706861,0.71214556,0.71214929,285,71.25,8.44,280.5,0.5331,0.703,11,10,0,11,110,110,0.038,0.1194,9,-1,0.7,5,9,3,7,13,8,16,0.1055,0.0659,5,14,85,12,14,13,3,10,0.6815,0.1062,3,77.7983,51.5966
75,87,25,13,16,11,380,280,0.2855,0.123859486,0.7569,0.720801,0.71470818,0.71471191,285,71.25,8.44,280.5,0.5331,0.703,11,10,1,10,100,110,0.0249,0.1194,9,-1,0.7,5,10,3,8,14,8,18,0.1105,0.0509,5,14,90,11,13,12,2,10,0.6887,0.1038,2,80.135,51.27
75,88,25,12,16,9,380,280,0.2941,0.029490354,0.7744,0.734878,0.71722594,0.71722968,285,71.25,8.44,280.5,0.5331,0.703,11,8,-1,12,96,88,0.0286,0.1094,9,-1,0.7,6,8,4,6,13,10,14,0.1921,0.0961,5,15,20,12,13,12,2,10,0.576,0.1413,2,35.7243,31.4486
75,89,25,11,19,11,380,280,0.3027,0.028200151,0.7921,0.74909,0.7197,0.71970375,285,71.25,8.44,280.5,0.5331,0.703,11,8,0,11,88,88,0.0425,0.1194,9,-1,0.7,6,9,4,7,14,10,16,0.183,0.0807,5,15,25,13,12,11,1,10,0.3532,0.2156,1,64.2096,83.4192
75,90,25,10,17,8,380,270,0.3114,0.004368941,0.81,0.763439,0.72213149,0.72213524,285,71.25,8.44,270.5,1.7178,0.9571,11,8,1,10,80,88,0.0306,0.1194,9,-1,0.7,6,10,4,8,15,10,18,0.1908,0.0654,5,15,30,12,11,10,3,10,0.3472,0.2176,3,73.4985,96.997
76,59,24,41,18,8,400,300,0.0916,0.001372449,0.3481,0.38409,0.61684587,0.61684898,304,72.96,8.54,300.5,0.4098,0.659,11,12,-1,12,144,132,0.0196,0.1094,9,-1,0.7,7,8,5,6,14,12,14,0.2594,0.1013,5,15,35,13,13,12,2,10,0.4631,0.179,2,60.3818,65.7636
76,60,24,40,19,13,400,300,0.0969,0.100118817,0.36,0.394384,0.6212822,0.62128535,304,72.96,8.54,300.5,0.4098,0.659,11,12,0,11,132,132,0.0347,0.1194,9,-1,0.7,7,9,5,7,15,12,16,0.248,0.0912,5,15,40,12,12,11,1,10,0.4616,0.1795,1,65.4917,70.9834
76,61,24,39,18,12,390,290,0.1023,0.087823524,0.3721,0.404814,0.62561876,0.62562195,296.4,71.14,8.43,290.5,0.6995,0.7579,11,12,1,10,120,132,0.0207,0.1194,9,-1,0.7,7,10,5,8,16,12,18,0.2578,0.0782,5,15,45,13,11,10,3,10,0.2517,0.2494,3,130.6312,196.2624
76,82,24,18,20,11,370,270,0.2516,0.011923925,0.6724,0.65529,0.69839256,0.69839625,281.2,67.49,8.22,270.5,1.3025,0.9036,12,5,-1,13,65,60,0.0403,0.1056,9,-1,0.8,5,8,3,6,12,8,14,0.0681,0.0884,5,15,50,12,13,12,2,10,0.576,0.1413,2,61.7676,53.5351
76,83,24,17,17,8,370,270,0.26,0.003363845,0.6889,0.668715,0.70116574,0.70116943,281.2,67.49,8.22,270.5,1.3025,0.9036,12,5,0,12,60,60,0.0514,0.1144,9,-1,0.8,5,9,3,7,13,8,16,0.0644,0.071,5,15,55,13,12,11,1,10,0.3532,0.2156,1,106.6827,138.3654
76,84,24,16,18,10,370,270,0.2684,0.017203262,0.7056,0.682276,0.70388885,0.70389256,281.2,67.49,8.22,270.5,1.3025,0.9036,12,5,1,11,55,60,0.0433,0.1144,9,-1,0.8,5,10,3,8,14,8,18,0.0676,0.0558,5,15,60,12,11,10,3,10,0.3472,0.2176,3,116.6976,153.3952
76,85,24,15,19,8,370,270,0.2769,0.000538998,0.7225,0.695973,0.70656323,0.70656695,281.2,67.49,8.22,270.5,1.3025,0.9036,12,4,-1,13,52,48,0.047,0.1056,9,-1,0.8,6,8,4,6,13,10,14,0.1218,0.0994,5,15,65,13,13,12,2,10,0.4631,0.179,2,92.7719,100.5438
76,86,24,14,13,10,370,270,0.2854,0.195520513,0.7396,0.709806,0.70919016,0.70919388,281.2,67.49,8.22,270.5,1.3025,0.9036,12,4,0,12,48,48,0.0575,0.1144,9,-1,0.8,6,9,4,7,14,10,16,0.1155,0.0848,5,15,70,12,12,11,1,10,0.4616,0.1795,1,97.9876,105.9751
76,87,24,13,15,9,370,270,0.294,0.048545068,0.7569,0.723776,0.71177087,0.7117746,281.2,67.49,8.22,270.5,1.3025,0.9036,12,4,1,11,44,48,0.0506,0.1144,9,-1,0.8,6,10,4,8,15,10,18,0.1209,0.0698,5,15,75,13,11,10,3,10,0.2517,0.2494,3,190.2302,285.4604
76,88,24,12,12,7,370,270,0.3025,0.05387575,0.7744,0.737881,0.71430656,0.7143103,281.2,67.49,8.22,270.5,1.3025,0.9036,12,3,-1,13,39,36,0.0564,0.1056,9,-1,0.8,7,8,5,6,14,12,14,0.1697,0.1029,5,15,80,12,13,12,2,10,0.576,0.1413,2,87.8108,75.6216
76,89,24,11,15,7,370,270,0.3111,0.004841059,0.7921,0.752123,0.7167984,0.71680214,281.2,67.49,8.22,270.5,1.3025,0.9036,12,3,0,12,36,36,0.0663,0.1144,9,-1,0.8,7,9,5,7,15,12,16,0.1614,0.0939,5,15,85,13,12,11,1,10,0.3532,0.2156,1,149.1558,193.3115
76,90,24,10,16,9,370,270,0.3196,0.024966035,0.81,0.7665,0.71924749,0.71925123,281.2,67.49,8.22,270.5,1.3025,0.9036,12,3,1,11,33,36,0.0609,0.1144,9,-1,0.8,7,10,5,8,16,12,18,0.1685,0.0816,5,15,90,12,11,10,3,10,0.3472,0.2176,3,159.8967,209.7934
77,59,23,41,19,11,390,290,0.0961,0.01933206,0.3481,0.386262,0.61337699,0.61338006,300.3,69.07,8.31,290.5,1.1792,0.8808,12,6,-1,13,78,72,0.0354,0.1056,9,0,0.3,5,8,3,6,13,8,14,0.4055,0.0525,6,10,20,12,12,11,1,12,0.4616,0.1795,1,39.495,42.9901
77,60,23,40,14,9,390,290,0.1016,0.078819605,0.36,0.396585,0.61783407,0.61783719,300.3,69.07,8.31,290.5,1.1792,0.8808,12,6,0,12,72,72,0.047,0.1144,9,0,0.3,5,9,3,7,14,8,16,0.3911,0.0398,6,10,25,13,11,10,3,12,0.2517,0.2494,3,82.952,124.904
77,61,23,39,16,8,380,290,0.1072,0.006227261,0.3721,0.407044,0.6221914,0.62219456,292.6,67.3,8.2,290.5,0.256,0.601,12,6,1,11,66,72,0.0379,0.1144,9,0,0.3,5,10,3,8,15,8,18,0.4035,0.0299,6,10,30,12,10,9,2,12,0.2424,0.2525,2,95.8876,145.7751
77,82,23,18,18,8,360,270,0.26,0.000995587,0.6724,0.658127,0.69538271,0.69538638,277.2,63.76,7.98,270.5,0.8391,0.7993,12,10,-1,13,130,120,0.0233,0.1056,9,0,0.3,6,8,4,6,14,10,14,0.5642,0.0683,6,10,35,13,12,11,1,12,0.3532,0.2156,1,72.7042,94.4084
77,83,23,17,17,12,360,270,0.2684,0.122126669,0.6889,0.67158,0.69817432,0.69817801,277.2,63.76,7.98,270.5,0.8391,0.7993,12,10,0,12,120,120,0.0364,0.1144,9,0,0.3,6,9,4,7,15,10,16,0.5494,0.0541,6,10,40,12,11,10,3,12,0.3472,0.2176,3,82.1383,108.2767
77,84,23,16,19,9,360,270,0.2769,0.001724854,0.7056,0.68517,0.70091572,0.70091942,277.2,63.76,7.98,270.5,0.8391,0.7993,12,10,1,11,110,120,0.0248,0.1144,9,0,0.3,6,10,4,8,16,10,18,0.5621,0.0417,6,10,45,13,10,9,2,12,0.1658,0.2781,2,184.9434,308.8868
77,85,23,15,13,5,360,270,0.2853,0.001049256,0.7225,0.698896,0.70360822,0.70361193,277.2,63.76,7.98,270.5,0.8391,0.7993,12,8,-1,13,104,96,0.0283,0.1056,9,0,0.3,7,8,5,6,15,12,14,0.656,0.0804,6,10,50,12,12,11,1,12,0.4616,0.1795,1,71.9909,77.9818
77,86,23,14,17,12,360,270,0.2938,0.122126669,0.7396,0.712758,0.70625311,0.70625683,277.2,63.76,7.98,270.5,0.8391,0.7993,12,8,0,12,96,96,0.0407,0.1144,9,0,0.3,7,9,5,7,16,12,16,0.6423,0.0678,6,10,55,13,11,10,3,12,0.2517,0.2494,3,142.551,214.102
77,87,23,13,20,10,360,270,0.3023,0.002803846,0.7569,0.726756,0.70885164,0.70885536,277.2,63.76,7.98,270.5,0.8391,0.7993,12,8,1,11,88,96,0.0302,0.1144,9,0,0.3,7,10,5,8,17,12,18,0.6541,0.0549,6,10,60,12,10,9,2,12,0.2424,0.2525,2,157.7707,239.5415
77,88,23,12,13,9,360,270,0.3107,0.131805359,0.7744,0.740891,0.71140498,0.71140871,277.2,63.76,7.98,270.5,0.8391,0.7993,13,5,-1,14,70,65,0.0395,0.1021,9,0,0.4,5,8,3,6,13,8,14,0.3048,0.0602,6,10,65,13,12,11,1,12,0.3532,0.2156,1,115.1773,149.3546
77,89,23,11,12,10,360,270,0.3191,0.213169768,0.7921,0.755161,0.71391431,0.71391804,277.2,63.76,7.98,270.5,0.8391,0.7993,13,5,0,13,65,65,0.0494,0.1099,9,0,0.4,5,9,3,7,14,8,16,0.2922,0.0474,6,10,70,12,11,10,3,12,0.3472,0.2176,3,125.3374,164.6749
77,90,23,10,19,13,360,270,0.3275,0.091921691,0.81,0.769568,0.71638073,0.71638447,277.2,63.76,7.98,270.5,0.8391,0.7993,13,5,1,12,60,65,0.0422,0.1099,9,0,0.4,5,10,3,8,15,8,18,0.303,0.0368,6,10,75,13,10,9,2,12,0.1658,0.2781,2,275.4074,459.8147
78,59,22,41,15,8,380,290,0.1008,0.011729051,0.3481,0.38844,0.60993729,0.60994032,296.4,65.21,8.08,290.5,0.7306,0.7675,13,4,-1,14,56,52,0.0458,0.1021,9,0,0.4,6,8,4,6,14,10,14,0.4542,0.0736,6,10,80,12,12,11,1,12,0.4616,0.1795,1,104.4867,112.9735
78,60,22,40,12,6,380,290,0.1065,0.011796296,0.36,0.398792,0.61441458,0.61441766,296.4,65.21,8.08,290.5,0.7306,0.7675,13,4,0,13,52,52,0.0552,0.1099,9,0,0.4,6,9,4,7,15,10,16,0.4394,0.0605,6,10,85,13,11,10,3,12,0.2517,0.2494,3,202.15,303.3
78,61,22,39,13,9,370,280,0.1123,0.123921695,0.3721,0.40928,0.61879214,0.61879526,288.6,63.49,7.97,280.5,1.0165,0.8453,13,4,1,12,48,52,0.0491,0.1099,9,0,0.4,6,10,4,8,16,10,18,0.4522,0.0484,6,10,90,12,10,9,2,12,0.2424,0.2525,2,219.6539,333.3079
78,82,22,18,14,11,350,270,0.2684,0.198004338,0.6724,0.660969,0.69239227,0.69239594,273,60.06,7.75,270.5,0.3226,0.6265,13,3,-1,14,42,39,0.0549,0.1021,9,0,0.4,7,8,5,6,15,12,14,0.5507,0.083,6,11,20,13,13,12,2,12,0.4631,0.179,2,40.9478,44.8955
78,83,22,17,20,9,350,270,0.2769,0.000471975,0.6889,0.674452,0.69520201,0.69520569,273,60.06,7.75,270.5,0.3226,0.6265,13,3,0,13,39,39,0.0637,0.1099,9,0,0.4,7,9,5,7,16,12,16,0.5358,0.0723,6,11,25,14,12,11,1,12,0.26,0.2467,1,81.2568,120.5137
78,84,22,16,15,8,350,270,0.2853,0.011729051,0.7056,0.68807,0.69796138,0.69796507,273,60.06,7.75,270.5,0.3226,0.6265,13,3,1,12,36,39,0.0589,0.1099,9,0,0.4,7,10,5,8,17,12,18,0.5487,0.0604,6,11,30,13,11,10,3,12,0.2517,0.2494,3,94.8718,142.7436
78,85,22,15,19,10,350,270,0.2937,0.004892886,0.7225,0.701825,0.70067171,0.70067541,273,60.06,7.75,270.5,0.3226,0.6265,13,6,-1,14,84,78,0.0347,0.1021,9,0,0.6,5,8,3,6,13,8,14,0.1631,0.0754,6,11,35,14,13,12,2,12,0.3585,0.2138,2,73.5328,95.0656
78,86,22,14,12,10,350,260,0.3021,0.221898353,0.7396,0.715716,0.70333428,0.70333799,273,60.06,7.75,260.5,1.6129,0.9466,13,6,0,13,78,78,0.0451,0.1099,9,0,0.6,5,9,3,7,14,8,16,0.155,0.0626,6,11,40,13,12,11,1,12,0.3532,0.2156,1,81.1988,105.3977
78,87,22,13,13,6,350,260,0.3105,0.004448889,0.7569,0.729743,0.70595032,0.70595404,273,60.06,7.75,260.5,1.6129,0.9466,13,6,1,12,72,78,0.0371,0.1099,9,0,0.6,5,10,3,8,15,8,18,0.162,0.0508,6,11,45,14,11,10,3,12,0.1757,0.2748,3,177.956,293.912
78,88,22,12,19,12,350,260,0.3188,0.040257682,0.7744,0.743906,0.70852104,0.70852476,273,60.06,7.75,260.5,1.6129,0.9466,13,10,-1,14,140,130,0.0232,0.1021,9,0,0.6,6,8,4,6,14,10,14,0.27,0.0844,6,11,50,13,13,12,2,12,0.4631,0.179,2,73.3378,79.6757
78,89,22,11,14,7,350,260,0.327,0.007518622,0.7921,0.758206,0.71104759,0.71105132,273,60.06,7.75,260.5,1.6129,0.9466,13,10,0,13,130,130,0.035,0.1099,9,0,0.6,6,9,4,7,15,10,16,0.2583,0.0734,6,11,55,14,12,11,1,12,0.26,0.2467,1,138.9403,205.8806
78,90,22,10,17,7,350,260,0.3351,0.000373605,0.81,0.772641,0.71353108,0.71353481,273,60.06,7.75,260.5,1.6129,0.9466,13,10,1,12,120,130,0.0245,0.1099,9,0,0.6,6,10,4,8,16,10,18,0.2684,0.0617,6,11,60,13,11,10,3,12,0.2517,0.2494,3,154.4708,231.9416
79,59,21,41,12,7,370,290,0.1057,0.036234985,0.3481,0.390625,0.60652645,0.60652944,292.3,61.38,7.83,290.5,0.2297,0.5909,13,8,-1,14,112,104,0.0279,0.1021,9,0,0.6,7,8,5,6,15,12,14,0.3527,0.0883,6,11,65,14,13,12,2,12,0.3585,0.2138,2,115.3787,148.7574
79,60,21,40,15,6,370,290,0.1116,0.000386545,0.36,0.401005,0.61102339,0.61102644,292.3,61.38,7.83,290.5,0.2297,0.5909,13,8,0,13,104,104,0.0391,0.1099,9,0,0.6,7,9,5,7,16,12,16,0.3391,0.0812,6,11,70,13,12,11,1,12,0.3532,0.2156,1,123.6719,160.3438
79,61,21,39,18,10,360,280,0.1176,0.008705831,0.3721,0.411522,0.61542065,0.61542374,284.4,59.72,7.73,280.5,0.5046,0.6931,13,8,1,12,96,104,0.0297,0.1099,9,0,0.6,7,10,5,8,17,12,18,0.3508,0.0715,6,11,75,14,11,10,3,12,0.1757,0.2748,3,263.3379,434.6758
79,82,21,18,18,12,340,260,0.2768,0.062722183,0.6724,0.663818,0.68942109,0.68942474,268.6,56.41,7.51,260.5,1.0785,0.8596,13,12,-1,14,168,156,0.0196,0.1021,9,0,0.7,5,8,3,6,13,8,14,0.1113,0.0831,6,11,80,13,13,12,2,12,0.4631,0.179,2,105.7279,114.4559
79,83,21,17,19,13,340,260,0.2852,0.074325787,0.6889,0.677329,0.69224864,0.69225231,268.6,56.41,7.51,260.5,1.0785,0.8596,13,12,0,13,156,156,0.0319,0.1099,9,0,0.7,5,9,3,7,14,8,16,0.1055,0.0702,6,11,85,14,12,11,1,12,0.26,0.2467,1,196.6237,291.2475
79,84,21,16,19,12,340,260,0.2936,0.033869979,0.7056,0.690977,0.69502569,0.69502936,268.6,56.41,7.51,260.5,1.0785,0.8596,13,12,1,12,144,156,0.0207,0.1099,9,0,0.7,5,10,3,8,15,8,18,0.1105,0.0577,6,11,90,13,11,10,3,12,0.2517,0.2494,3,214.0698,321.1396
79,85,21,15,17,9,340,260,0.3019,0.005834138,0.7225,0.70476,0.69775355,0.69775723,268.6,56.41,7.51,260.5,1.0785,0.8596,14,5,-1,15,75,70,0.0386,0.0989,9,0,0.7,6,8,4,6,14,10,14,0.1921,0.0898,6,12,20,10,11,10,3,12,0.583,0.139,3,34.0878,30.1757
79,86,21,14,17,9,340,260,0.3102,0.005834138,0.7396,0.71868,0.7004335,0.7004372,268.6,56.41,7.51,260.5,1.0785,0.8596,14,5,0,14,70,70,0.0476,0.106,9,0,0.7,6,9,4,7,15,10,16,0.183,0.0799,6,12,25,11,10,9,2,12,0.3405,0.2198,2,64.1405,85.2809
79,87,21,13,16,11,340,260,0.3184,0.091738115,0.7569,0.732736,0.70306679,0.7030705,268.6,56.41,7.51,260.5,1.0785,0.8596,14,5,1,13,65,70,0.0412,0.106,9,0,0.7,6,10,4,8,16,10,18,0.1908,0.0684,6,12,30,10,9,8,1,12,0.3328,0.2224,1,72.6111,97.2222
79,88,21,12,18,12,340,260,0.3265,0.062722183,0.7744,0.746928,0.7056546,0.70565832,268.6,56.41,7.51,260.5,1.0785,0.8596,14,4,-1,15,60,56,0.0447,0.0989,9,0,0.7,7,8,5,6,15,12,14,0.2594,0.091,6,12,35,11,11,10,3,12,0.4599,0.18,3,59.1226,65.2453
79,89,21,11,13,6,340,260,0.3346,0.00346755,0.7921,0.761256,0.7081981,0.70820182,268.6,56.41,7.51,260.5,1.0785,0.8596,14,4,0,14,56,56,0.0532,0.106,9,0,0.7,7,9,5,7,16,12,16,0.248,0.0857,6,12,40,10,10,9,2,12,0.4579,0.1807,2,64.3285,70.657
79,90,21,10,16,11,340,260,0.3424,0.091738115,0.81,0.775721,0.71069839,0.71070212,268.6,56.41,7.51,260.5,1.0785,0.8596,14,4,1,13,52,56,0.0477,0.106,9,0,0.7,7,10,5,8,17,12,18,0.2578,0.077,6,12,45,11,9,8,1,12,0.232,0.256,1,136.2846,209.5691
80,59,20,41,16,9,360,280,0.1107,0.011055246,0.3481,0.392815,0.60314413,0.60314709,288,57.6,7.59,280.5,0.9882,0.8385,14,3,-1,15,45,42,0.0535,0.0989,9,0,0.8,5,8,3,6,13,8,14,0.0681,0.0907,6,12,50,10,11,10,3,12,0.583,0.139,3,59.8151,51.6301
80,60,20,40,12,5,360,280,0.1168,0.00138412,0.36,0.403225,0.60766021,0.60766322,288,57.6,7.59,280.5,0.9882,0.8385,14,3,0,14,42,42,0.0614,0.106,9,0,0.8,5,9,3,7,14,8,16,0.0644,0.0778,6,12,55,11,10,9,2,12,0.3405,0.2198,2,108.192,143.3839
80,61,20,39,12,9,350,270,0.1231,0.177167401,0.3721,0.41377,0.61207665,0.6120797,28,56,7.48,270.5,1.2695,0.8979,14,3,1,13,39,42,0.0571,0.106,9,0,0.8,5,10,3,8,15,8,18,0.0676,0.0647,6,12,60,10,9,8,1,12,0.3328,0.2224,1,117.6806,157.3611
80,82,20,18,20,12,330,260,0.2852,0.013296526,0.6724,0.666672,0.68646899,0.68647263,264,52.8,7.27,260.5,0.4817,0.685,14,6,-1,15,90,84,0.0341,0.0989,9,0,0.8,6,8,4,6,14,10,14,0.1218,0.0952,6,12,65,11,11,10,3,12,0.4599,0.18,3,91.7392,100.4784
